14:00:46:977,-95,2
14:00:47:328,-89,7
14:00:47:678,-91,5
14:00:48:028,-90,5
14:00:48:378,-90,6
14:00:48:728,-90,5
14:00:49:079,-90,6
14:00:49:429,-96,0
14:00:50:129,-98,-1
14:00:50:480,-98,-1
14:00:50:830,-95,1
14:00:51:530,-92,4
14:00:51:880,-95,1
14:00:52:231,-91,5
14:00:52:581,-88,8
14:00:52:931,-86,6
14:00:53:281,-84,9
14:00:53:631,-82,7
14:00:53:982,-84,10
14:00:54:332,-83,7
14:00:54:682,-82,7
14:00:55:032,-83,8
14:00:55:382,-83,8
14:00:55:733,-85,7
14:00:56:083,-87,8
14:00:56:433,-89,6
14:00:56:783,-93,4
14:00:57:133,-95,2
14:00:57:484,-97,0
14:00:57:834,-95,0
14:00:58:184,-94,4
14:00:58:534,-93,4
14:00:58:884,-93,5
14:00:59:235,-93,5
14:00:59:585,-94,2
14:00:59:935,-95,3
14:01:00:285,-97,-1
14:01:00:635,-97,-2
14:01:01:336,-99,-3
14:01:02:036,-98,-3
14:01:02:386,-96,2
14:01:02:737,-98,-2
14:01:03:087,-96,1
14:01:03:437,-97,-1
14:01:03:787,-99,-3
14:01:04:488,-98,-4
14:01:05:188,-100,-5
14:01:05:888,-97,0
14:01:06:238,-98,-3
14:01:06:589,-97,-1
14:01:06:939,-94,4
14:01:07:289,-96,1
14:01:07:639,-99,-5
14:01:07:990,-98,-4
14:01:08:340,-95,3
14:01:08:690,-91,5
14:01:09:040,-93,5
14:01:09:390,-96,1
14:01:09:741,-94,3
14:01:10:091,-95,2
14:01:10:441,-96,0
14:01:10:791,-95,2
14:01:11:141,-91,4
14:01:11:492,-91,4
14:01:11:842,-89,6
14:01:12:192,-92,4
14:01:12:542,-93,5
14:01:12:892,-96,-2
14:01:13:593,-96,1
14:01:13:943,-98,-5
14:01:14:293,-96,1
14:01:14:643,-91,3
14:01:14:994,-92,6
14:01:15:344,-94,3
14:01:15:694,-94,4
14:01:16:044,-94,4
14:01:16:394,-93,4
14:01:16:745,-94,4
14:01:17:445,-94,4
14:01:17:795,-96,1
14:01:18:145,-93,5
14:01:18:496,-94,4
14:01:18:846,-94,5
