15:28:39:585,-46,11
15:28:39:937,-49,11
15:28:40:288,-50,8
15:28:40:636,-49,11
15:28:40:988,-62,8
15:28:41:336,-53,10
15:28:41:688,-48,8
15:28:42:036,-51,9
15:28:42:388,-48,8
15:28:42:736,-52,9
15:28:43:088,-43,9
15:28:43:437,-42,8
15:28:43:787,-41,11
15:28:44:139,-41,11
15:28:44:487,-40,8
15:28:44:839,-39,8
15:28:45:187,-39,8
15:28:45:539,-39,8
15:28:45:891,-40,8
15:28:46:239,-39,8
15:28:46:591,-36,11
15:28:46:939,-35,8
15:28:47:291,-36,8
15:28:47:641,-36,8
15:28:47:993,-37,8
15:28:48:342,-37,8
15:28:48:692,-37,9
15:28:49:040,-37,8
15:28:49:392,-37,9
15:28:49:740,-38,8
15:28:50:092,-38,8
15:28:50:442,-38,7
15:28:50:794,-38,8
15:28:51:142,-37,8
15:28:51:494,-37,8
15:28:51:842,-37,8
15:28:52:194,-38,8
15:28:52:542,-38,8
15:28:52:894,-38,8
15:28:53:242,-39,8
15:28:53:594,-39,8
15:28:53:946,-39,8
15:28:54:294,-40,8
15:28:54:646,-41,11
15:28:54:994,-43,10
15:28:55:346,-43,8
15:28:55:694,-45,8
15:28:56:046,-48,8
15:28:56:394,-50,8
15:28:56:746,-47,8
15:28:57:094,-45,9
15:28:57:447,-44,11
15:28:57:795,-45,9
15:28:58:147,-45,9
15:28:58:498,-47,8
15:28:58:847,-47,9
15:28:59:196,-48,10
15:28:59:548,-41,10
15:28:59:896,-42,8
15:29:00:249,-45,8
15:29:00:598,-45,8
15:29:00:950,-47,11
15:29:01:298,-44,9
15:29:01:650,-42,8
15:29:01:998,-40,8
15:29:02:350,-41,11
15:29:02:698,-42,8
15:29:03:050,-50,8
15:29:03:400,-42,8
15:29:03:750,-43,11
15:29:04:102,-40,8
15:29:04:450,-38,8
15:29:04:802,-40,9
15:29:05:153,-42,8
15:29:05:501,-43,8
15:29:05:853,-40,8
15:29:06:201,-46,11
15:29:06:553,-43,9
15:29:06:901,-41,11
15:29:07:253,-43,8
15:29:07:602,-39,8
