time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2019-06-14T13:29:02.000Z,52.08076701,5.17660225,189.0,18.224,195.5,0.56,0,gps,,,,,,,,64,
2019-06-14T13:29:12.000Z,52.08055703,5.17639337,71.0,10.72,151.4,0.31,16,gps,0.6,0.7,0.9,47.0,,,,64,
2019-06-14T13:29:23.000Z,52.08022728,5.17649475,43.0,10.72,150.6,4.25,13,gps,0.8,0.7,1.1,47.0,,,,64,
2019-06-14T13:29:33.000Z,52.07981332,5.17700216,46.0,9.648001,145.1,7.54,15,gps,0.7,0.7,1.0,47.0,,,,64,
2019-06-14T13:29:44.000Z,52.07915299,5.17800255,58.0,10.72,148.8,8.02,16,gps,0.7,0.7,1.0,47.0,,,,64,
2019-06-14T13:29:55.000Z,52.07851306,5.17872479,57.0,8.576,146.8,8.36,16,gps,0.7,0.7,1.0,47.0,,,,64,
2019-06-14T13:30:06.000Z,52.07790972,5.17943874,47.0,13.936001,140.4,7.36,15,gps,0.7,0.7,1.0,47.0,,,,64,
2019-06-14T13:30:18.000Z,52.07735373,5.18003666,42.0,16.08,143.4,8.1,13,gps,1.0,0.8,1.3,47.0,,,,64,
2019-06-14T13:30:29.000Z,52.07673843,5.18081571,46.0,12.864,141.2,7.09,15,gps,0.8,0.7,1.0,47.0,,,,64,
2019-06-14T13:30:40.000Z,52.07602732,5.18163143,45.0,13.936001,144.6,7.34,12,gps,1.2,0.8,1.5,47.0,,,,64,
2019-06-14T13:30:51.000Z,52.07541359,5.18222796,35.0,11.792,140.7,7.13,15,gps,0.8,0.8,1.1,47.0,,,,64,
2019-06-14T13:31:02.000Z,52.07483308,5.18295705,34.0,12.864,142.5,6.51,14,gps,0.9,0.8,1.2,47.0,,,,64,
2019-06-14T13:31:13.000Z,52.07417347,5.18383819,35.0,13.936001,143.6,7.15,15,gps,0.8,0.8,1.1,47.0,,,,64,
2019-06-14T13:31:24.000Z,52.07373348,5.18438631,41.0,11.792,127.8,5.38,14,gps,0.8,0.8,1.1,47.0,,,,64,
2019-06-14T13:31:35.000Z,52.07331137,5.18501812,42.0,16.08,148.8,4.93,14,gps,0.9,0.8,1.2,47.0,,,,64,
2019-06-14T13:31:46.000Z,52.07309751,5.18532797,41.0,13.936001,148.1,0.66,12,gps,0.9,0.8,1.2,47.0,,,,64,
