15:38:59:701,0
15:39:10:000,24.58
15:39:21:000,22.58
15:39:32:000,21.31
15:39:43:000,21.38
15:39:54:000,25.25
15:40:05:000,59.46
15:40:16:000,101.84
15:40:27:000,150.01
15:40:38:000,198.33
15:40:49:000,247.09
15:41:00:000,301.59
15:41:11:000,348.06
15:41:22:000,400.64
15:41:33:000,452.43
15:41:44:000,502.03
15:41:55:000,554.67
15:42:06:000,602.88
15:42:17:000,646.6
15:42:28:000,696.84
15:42:39:000,747.08
15:42:50:000,796.51
15:43:01:000,849.25
15:43:12:000,895.22
15:43:23:000,943.3
15:43:34:000,971.23
15:43:44:000,987.81
