time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2019-06-14T13:38:59.701Z,52.08061070253264,5.175907135679082,33.07014283537865,14.0,320.74753,0.36626625,22,gps,0.7,1.0,1.2,,,,,78,
2019-06-14T13:39:10.000Z,52.080463715005244,5.17617573626973,42.26241718605161,20.0,126.2251,0.00979786,21,gps,0.9,1.3,1.6,,,,,78,
2019-06-14T13:39:21.000Z,52.080477129379524,5.176155940466623,42.26241718605161,20.0,126.2251,1.9373572E-4,21,gps,0.7,1.2,1.4,,,,,77,
2019-06-14T13:39:32.000Z,52.08049334696672,5.176153627932501,42.26241718605161,4.0,126.2251,0.0,21,gps,0.8,1.2,1.4,,,,,77,
2019-06-14T13:39:43.000Z,52.08050167044782,5.176164875365163,42.26241718605161,4.0,126.2251,7.5747195E-8,20,gps,0.7,1.1,1.3,,,,,77,
2019-06-14T13:39:54.000Z,52.08048605131076,5.176215931723563,42.51412203367246,7.0,96.506714,0.39762405,22,gps,0.8,1.2,1.4,,,,,77,
2019-06-14T13:40:05.000Z,52.080230292425625,5.176518629425697,44.66797249298543,4.0,145.95947,3.6712008,21,gps,0.7,1.1,1.3,,,,,77,
2019-06-14T13:40:16.000Z,52.07992528283795,5.176895583215818,44.12883263733238,4.0,139.73605,4.606774,21,gps,0.8,1.1,1.4,,,,,77,
2019-06-14T13:40:27.000Z,52.07957363325769,5.177311029471234,44.61121516581625,4.0,136.89319,3.9749966,21,gps,0.7,1.1,1.3,,,,,77,
2019-06-14T13:40:38.000Z,52.07923771822822,5.1777597978468135,44.42000549286604,4.0,143.43585,4.005714,21,gps,0.7,1.0,1.3,,,,,77,
2019-06-14T13:40:49.000Z,52.07890432221986,5.1782234003049075,44.99528927728534,4.0,132.81665,3.6827002,21,gps,0.7,1.0,1.2,,,,,77,
2019-06-14T13:41:00.000Z,52.07851251133786,5.178703772414399,44.03066896088421,4.0,141.15276,4.1390276,21,gps,0.7,1.1,1.4,,,,,77,
2019-06-14T13:41:11.000Z,52.07816409787747,5.17908416974421,43.87370925489813,4.0,139.23763,3.9553814,21,gps,0.7,1.0,1.2,,,,,77,
2019-06-14T13:41:22.000Z,52.077784792136974,5.179544176629368,41.249304241500795,4.0,140.39848,4.132632,22,gps,0.7,1.0,1.2,,,,,77,
2019-06-14T13:41:33.000Z,52.077414743037295,5.180004611245128,43.53371306788176,4.0,139.90129,4.271154,22,gps,0.7,1.0,1.2,,,,,77,
2019-06-14T13:41:44.000Z,52.077062965895955,5.180450794633741,44.629870284348726,3.0,147.4025,4.0552673,22,gps,0.7,1.0,1.2,,,,,77,
2019-06-14T13:41:55.000Z,52.07667875083693,5.180901824714036,45.9852338898927,3.0,141.64626,4.038433,22,gps,0.7,1.0,1.2,,,,,77,
2019-06-14T13:42:06.000Z,52.07632829046939,5.181317725464216,47.7960912566632,3.0,142.13371,3.4118505,22,gps,0.7,1.1,1.3,,,,,77,
2019-06-14T13:42:17.000Z,52.07601247915043,5.181698925580477,46.34075880609453,4.0,146.76103,3.6696987,22,gps,0.7,1.1,1.3,,,,,77,
2019-06-14T13:42:28.000Z,52.07566533951574,5.182170256261245,47.41671678517014,4.0,140.58202,3.9134264,22,gps,0.7,1.1,1.3,,,,,77,
2019-06-14T13:42:39.000Z,52.075294034934196,5.182590719294347,50.27512918878347,4.0,137.76707,3.7296586,22,gps,0.7,1.0,1.2,,,,,77,
2019-06-14T13:42:50.000Z,52.074934046474944,5.183015616077245,51.39018201734871,4.0,136.63562,3.98499,22,gps,0.7,1.1,1.3,,,,,77,
2019-06-14T13:43:01.000Z,52.07456077245285,5.18349189378874,51.47089831996709,4.0,144.14621,4.3660536,22,gps,0.7,1.0,1.2,,,,,77,
2019-06-14T13:43:12.000Z,52.07423045617492,5.183896315352896,52.034951587207615,4.0,143.26302,3.3635871,22,gps,0.7,1.1,1.3,,,,,77,
2019-06-14T13:43:23.000Z,52.07385727775652,5.184260490018652,54.878052237443626,4.0,129.04373,2.9925654,22,gps,0.7,1.1,1.3,,,,,77,
2019-06-14T13:43:34.000Z,52.073686976036605,5.184571026554866,54.33611195534468,3.0,135.39632,2.306296,22,gps,0.7,1.1,1.3,,,,,77,
2019-06-14T13:43:44.000Z,52.07358264163166,5.184748060306875,54.64484774135053,4.0,142.35692,0.0,21,gps,0.7,1.1,1.3,,,,,77,
