15:03:38:306,-43,10
15:03:38:306,-44,8
15:03:38:306,-48,9
15:03:38:306,-53,8
15:03:38:306,-49,9
15:03:38:306,-52,11
15:03:38:306,-47,8
15:03:38:306,-51,10
15:03:38:306,-49,10
15:03:38:306,-56,8
15:03:38:306,-38,8
15:03:38:306,-43,11
15:03:38:306,-43,9
15:03:38:321,-51,9
15:03:38:321,-41,8
15:03:38:321,-42,9
15:03:38:321,-43,9
15:03:38:321,-40,9
15:03:38:321,-41,11
15:03:38:321,-40,8
15:03:38:321,-43,9
15:03:38:321,-50,11
15:03:38:321,-45,9
15:03:38:321,-44,8
15:03:38:321,-53,8
15:03:38:321,-50,8
15:03:38:321,-58,11
15:03:38:321,-51,8
15:03:38:321,-49,9
15:03:38:321,-68,9
15:03:38:321,-49,9
15:03:38:321,-51,8
15:03:38:321,-46,11
15:03:38:321,-46,9
15:03:38:321,-43,9
15:03:38:321,-45,8
15:03:38:321,-44,9
15:03:38:321,-45,8
15:03:38:321,-49,10
15:03:38:321,-45,9
15:03:38:321,-48,8
15:03:38:321,-47,8
15:03:38:321,-46,9
15:03:38:321,-45,8
15:03:38:321,-47,8
15:03:38:321,-47,8
15:03:38:321,-50,11
15:03:38:321,-46,9
15:03:38:337,-45,8
15:03:38:337,-45,9
15:03:38:337,-44,8
15:03:38:337,-48,8
15:03:38:337,-47,8
15:03:38:337,-48,8
15:03:38:337,-49,11
15:03:38:337,-50,9
15:03:38:337,-50,9
15:03:38:337,-63,10
15:03:38:337,-51,8
15:03:38:337,-49,8
15:03:38:337,-54,9
15:03:38:337,-52,11
15:03:38:337,-50,8
15:03:38:337,-51,8
15:03:38:337,-58,9
15:03:38:337,-56,8
15:03:38:337,-47,8
15:03:38:337,-52,11
15:03:38:337,-49,11
15:03:38:337,-50,8
15:03:38:337,-49,11
15:03:38:337,-51,9
15:03:38:337,-48,8
15:03:38:337,-49,9
15:03:38:337,-50,8
15:03:38:337,-71,9
15:03:38:337,-55,10
15:03:38:337,-56,11
15:03:38:337,-60,10
15:03:38:337,-51,8
15:03:38:337,-50,8
15:03:38:352,-47,8
15:03:38:352,-55,9
15:03:38:353,-62,11
15:03:38:353,-57,8
15:03:38:353,-52,9
15:03:38:353,-53,11
15:03:38:353,-57,10
15:03:38:353,-49,11
15:03:38:353,-58,11
15:03:38:353,-52,10
15:03:38:353,-55,8
15:03:38:353,-55,9
15:03:38:353,-57,11
15:03:38:357,-49,11
15:03:38:357,-51,9
15:03:38:357,-51,9
15:03:38:357,-52,10
15:03:38:357,-50,8
15:03:38:357,-44,8
15:03:38:357,-47,8
15:03:38:357,-62,11
15:03:38:357,-49,11
15:03:38:357,-48,9
15:03:38:357,-64,9
15:03:38:361,-53,10
15:03:38:361,-50,8
15:03:38:365,-48,8
15:03:38:365,-46,8
15:03:38:365,-44,8
15:03:38:365,-46,8
15:03:38:365,-52,10
15:03:38:365,-47,11
15:03:38:365,-42,11
15:03:38:365,-44,8
15:03:38:365,-48,8
15:03:38:365,-42,9
15:03:38:365,-48,9
15:03:38:365,-48,8
15:03:38:369,-53,8
15:03:38:369,-49,9
15:03:38:369,-53,10
15:03:38:369,-56,10
15:03:38:369,-69,11
15:03:38:369,-73,9
15:03:38:369,-50,8
15:03:38:369,-50,8
15:03:38:369,-53,8
15:03:38:369,-67,11
15:03:38:369,-57,8
15:03:38:369,-61,10
15:03:38:373,-66,11
15:03:38:373,-71,8
15:03:38:373,-58,10
15:03:38:698,-62,8
15:03:39:042,-60,9
15:03:39:386,-52,10
15:03:39:745,-52,8
15:03:40:089,-51,8
15:03:40:448,-59,11
15:03:40:792,-64,9
15:03:41:136,-68,10
15:03:41:495,-69,9
15:03:41:839,-66,9
15:03:42:198,-73,8
15:03:42:542,-66,10
15:03:42:901,-70,10
15:03:43:589,-84,8
15:03:43:948,-78,8
15:03:44:292,-71,9
15:03:44:651,-72,9
15:03:44:995,-82,8
15:03:45:339,-82,8
15:03:45:698,-74,8
15:03:46:044,-70,8
15:03:46:388,-73,9
15:03:46:747,-84,8
15:03:47:091,-78,9
15:03:47:450,-78,9
15:03:47:794,-84,9
15:03:48:154,-82,9
15:03:48:497,-75,9
15:03:48:841,-81,9
15:03:49:200,-78,8
15:03:49:544,-77,8
15:03:49:903,-82,9
15:03:50:247,-89,6
15:03:50:591,-80,8
15:03:50:950,-81,8
15:03:51:294,-72,9
15:03:51:653,-82,10
15:03:51:997,-79,10
15:03:52:343,-85,8
15:03:52:702,-83,9
15:03:53:045,-77,9
15:03:53:405,-79,10
15:03:53:749,-81,9
15:03:54:108,-75,8
15:03:54:452,-74,10
15:03:54:795,-77,9
15:03:55:155,-79,9
15:03:55:499,-74,9
15:03:55:858,-73,8
15:03:56:202,-74,10
15:03:56:545,-76,8
15:03:56:905,-74,9
15:03:57:248,-75,10
15:03:57:608,-72,9
15:03:57:952,-72,11
15:03:58:295,-70,8
15:03:58:655,-72,9
15:03:58:998,-71,9
15:03:59:358,-73,10
