14:30:51:040,-101,-13
14:30:51:044,-100,-10
14:30:51:044,-99,-8
14:30:51:045,null
14:30:51:047,-100,-11
14:30:51:048,-100,-12
14:30:51:048,-100,-13
14:30:51:049,-101,-6
14:30:51:050,null
14:30:51:052,-101,-15
14:30:51:053,null
14:30:51:057,null
14:30:51:604,null
14:30:51:954,null
14:30:52:304,null
14:30:52:653,null
14:30:53:004,null
14:30:53:355,null
14:30:53:705,null
14:30:54:054,null
14:30:54:405,null
14:30:54:743,-101,-10
14:30:55:094,-101,-12
14:30:55:455,null
14:30:55:806,null
14:30:56:156,null
14:30:56:505,null
14:30:56:857,null
14:30:57:207,null
14:30:57:557,null
14:30:57:906,null
14:30:58:256,null
14:30:58:607,null
14:30:58:958,null
14:30:59:308,null
14:30:59:658,null
14:31:00:008,null
14:31:00:346,-100,-13
14:31:00:697,-100,-16
14:31:01:059,null
14:31:01:409,null
14:31:01:758,null
14:31:02:109,null
14:31:02:448,-100,-16
14:31:02:809,null
14:31:03:147,-101,-17
14:31:03:509,null
14:31:03:860,null
14:31:04:211,null
14:31:04:561,null
14:31:04:898,-100,-10
14:31:05:260,null
14:31:05:611,null
14:31:05:962,null
14:31:06:312,null
14:31:06:661,null
14:31:07:011,null
14:31:07:363,null
14:31:07:700,-99,-16
14:31:08:063,null
14:31:08:412,null
14:31:08:762,null
14:31:09:102,null
14:31:09:464,null
14:31:09:813,null
14:31:10:163,null
14:31:10:514,null
14:31:10:864,null
14:31:11:214,null
14:31:11:564,null
14:31:11:915,null
14:31:12:264,null
14:31:12:615,null
14:31:12:965,null
14:31:13:315,null
14:31:13:665,null
14:31:14:015,null
14:31:14:367,null
14:31:14:717,null
14:31:15:066,null
14:31:15:416,null
14:31:15:766,null
14:31:16:117,null
14:31:16:467,null
14:31:16:817,null
14:31:17:167,null
14:31:17:518,null
14:31:17:868,null
14:31:18:218,null
14:31:18:568,null
14:31:18:918,null
14:31:19:269,null
14:31:19:619,null
14:31:19:969,null
14:31:20:320,null
14:31:20:669,null
14:31:21:020,null
14:31:21:370,null
14:31:21:720,null
14:31:22:070,null
14:31:22:420,null
14:31:22:771,null
14:31:23:121,null
14:31:23:471,null
14:31:23:821,null
14:31:24:171,null
14:31:24:522,null
14:31:24:872,null
14:31:25:222,null
14:31:25:572,null
14:31:25:922,null
14:31:26:273,null
14:31:26:623,null
14:31:26:973,null
14:31:27:323,null
14:31:27:673,null
14:31:28:024,null
14:31:28:374,null
14:31:28:724,null
14:31:29:074,null
14:31:29:424,null
14:31:29:775,null
14:31:30:125,null
14:31:30:475,null
14:31:30:825,null
14:31:31:175,null
14:31:31:526,null
14:31:31:876,null
14:31:32:226,null
14:31:32:576,null
14:31:32:926,null
14:31:33:277,null
14:31:33:627,null
14:31:33:977,null
14:31:34:327,null
14:31:34:677,null
14:31:35:028,null
14:31:35:378,null
14:31:35:728,null
14:31:36:078,null
14:31:36:428,null
14:31:36:779,null
14:31:37:129,null
14:31:37:479,null
14:31:37:829,null
14:31:38:179,null
14:31:38:530,null
14:31:38:880,null
14:31:39:230,null
14:31:39:580,null
14:31:39:930,null
14:31:40:281,null
14:31:40:631,null
14:31:40:981,null
14:31:41:331,null
14:31:41:681,null
14:31:42:032,null
14:31:42:382,null
14:31:42:732,null
14:31:43:082,null
14:31:43:432,null
14:31:43:783,null
14:31:44:133,null
14:31:44:483,null
14:31:44:833,null
14:31:45:183,null
14:31:45:534,null
14:31:45:884,null
14:31:46:234,null
14:31:46:584,null
14:31:46:934,null
14:31:47:285,null
14:31:47:635,null
14:31:47:985,null
14:31:48:335,null
14:31:48:686,null
14:31:49:036,null
14:31:49:386,null
14:31:49:736,null
14:31:50:086,null
14:31:50:436,null
14:31:50:787,null
14:31:51:137,null
14:31:51:487,null
14:31:51:837,null
14:31:52:188,null
14:31:52:538,null
14:31:52:888,null
14:31:53:238,null
14:31:53:588,null
14:31:53:939,null
14:31:54:289,null
14:31:54:639,null
14:31:54:989,null
14:31:55:339,null
14:31:55:690,null
14:31:56:040,null
14:31:56:390,null
14:31:56:740,null
14:31:57:090,null
14:31:57:441,null
14:31:57:791,null
14:31:58:141,null
14:31:58:491,null
14:31:58:841,null
14:31:59:192,null
14:31:59:542,null
14:31:59:892,null
14:32:00:242,null
14:32:00:592,null
14:32:00:943,null
14:32:01:293,null
14:32:01:643,null
14:32:01:993,null
14:32:02:343,null
14:32:02:694,null
14:32:03:044,null
14:32:03:394,null
14:32:03:744,null
14:32:04:094,null
14:32:04:445,null
14:32:04:795,null
14:32:05:145,null
14:32:05:495,null
14:32:05:845,null
14:32:06:196,null
14:32:06:546,null
14:32:06:896,null
14:32:07:246,null
14:32:07:596,null
14:32:07:947,null
14:32:08:297,null
14:32:08:647,null
14:32:08:997,null
14:32:09:347,null
14:32:09:698,null
14:32:10:047,null
14:32:10:398,null
14:32:10:748,null
14:32:11:098,null
14:32:11:449,null
14:32:11:799,null
14:32:12:149,null
14:32:12:499,null
14:32:12:849,null
14:32:13:200,null
14:32:13:550,null
14:32:13:900,null
14:32:14:250,null
14:32:14:599,null
14:32:14:951,null
14:32:15:300,null
14:32:15:651,null
14:32:16:001,null
14:32:16:350,null
14:32:16:702,null
14:32:17:052,null
14:32:17:402,null
14:32:17:752,null
14:32:18:102,null
14:32:18:453,null
14:32:18:803,null
14:32:19:152,null
14:32:19:503,null
14:32:19:853,null
14:32:20:203,null
14:32:20:554,null
14:32:20:904,null
14:32:21:253,null
14:32:21:604,null
14:32:21:955,null
14:32:22:305,null
14:32:22:655,null
14:32:23:005,null
14:32:23:354,null
14:32:23:705,null
14:32:24:056,null
14:32:24:406,null
14:32:24:756,null
14:32:25:106,null
14:32:25:456,null
14:32:25:807,null
14:32:26:157,null
14:32:26:507,null
14:32:26:856,null
14:32:27:207,null
14:32:27:558,null
14:32:27:907,null
14:32:28:258,null
14:32:28:608,null
14:32:28:959,null
14:32:29:308,null
14:32:29:659,null
14:32:30:009,null
14:32:30:360,null
14:32:30:710,null
14:32:31:059,null
14:32:31:409,null
14:32:31:760,null
14:32:32:110,null
14:32:32:461,null
14:32:32:810,null
14:32:33:161,null
14:32:33:510,null
14:32:33:861,null
14:32:34:211,null
14:32:34:561,null
14:32:34:911,null
14:32:35:262,null
14:32:35:612,null
14:32:35:962,null
14:32:36:313,null
14:32:36:663,null
14:32:37:012,null
14:32:37:363,null
14:32:37:714,null
14:32:38:063,null
14:32:38:413,null
14:32:38:763,null
14:32:39:114,null
14:32:39:464,null
14:32:39:814,null
14:32:40:164,null
14:32:40:515,null
14:32:40:866,null
14:32:41:215,null
14:32:41:565,null
14:32:41:915,null
14:32:42:265,null
14:32:42:616,null
14:32:42:966,null
14:32:43:316,null
14:32:43:667,null
14:32:44:016,null
14:32:44:367,null
14:32:44:717,null
14:32:45:067,null
14:32:45:417,null
14:32:45:768,null
14:32:46:118,null
14:32:46:468,null
14:32:46:818,null
14:32:47:168,null
14:32:47:518,null
14:32:47:869,null
14:32:48:219,null
14:32:48:570,null
14:32:48:919,null
14:32:49:269,null
14:32:49:620,null
14:32:49:970,null
14:32:50:320,null
14:32:50:670,null
14:32:51:020,null
14:32:51:371,null
14:32:51:721,null
14:32:52:072,null
14:32:52:421,null
14:32:52:771,null
14:32:53:122,null
14:32:53:472,null
14:32:53:822,null
14:32:54:172,null
14:32:54:522,null
14:32:54:873,null
14:32:55:223,null
14:32:55:573,null
14:32:55:923,null
14:32:56:273,null
14:32:56:624,null
14:32:56:974,null
14:32:57:324,null
14:32:57:674,null
14:32:58:024,null
14:32:58:375,null
14:32:58:725,null
14:32:59:075,null
14:32:59:425,null
14:32:59:775,null
14:33:00:126,null
14:33:00:476,null
14:33:00:826,null
14:33:01:176,null
14:33:01:526,null
14:33:01:877,null
14:33:02:227,null
14:33:02:577,null
14:33:02:927,null
14:33:03:277,null
14:33:03:628,null
14:33:03:978,null
14:33:04:328,null
14:33:04:678,null
14:33:05:028,null
14:33:05:379,null
14:33:05:729,null
14:33:06:079,null
14:33:06:429,null
14:33:06:779,null
14:33:07:130,null
14:33:07:480,null
14:33:07:830,null
14:33:08:180,null
14:33:08:530,null
14:33:08:881,null
14:33:09:231,null
14:33:09:581,null
14:33:09:931,null
14:33:10:282,null
14:33:10:632,null
14:33:10:982,null
14:33:11:332,null
14:33:11:682,null
14:33:12:033,null
14:33:12:383,null
14:33:12:733,null
14:33:13:083,null
14:33:13:433,null
14:33:13:783,null
14:33:14:134,null
14:33:14:484,null
14:33:14:834,null
14:33:15:184,null
14:33:15:535,null
14:33:15:885,null
14:33:16:235,null
14:33:16:585,null
14:33:16:935,null
14:33:17:286,null
14:33:17:636,null
14:33:17:986,null
14:33:18:336,null
14:33:18:686,null
14:33:19:037,null
14:33:19:387,null
14:33:19:737,null
14:33:20:087,null
14:33:20:437,null
14:33:20:788,null
14:33:21:138,null
14:33:21:488,null
14:33:21:838,null
14:33:22:188,null
14:33:22:539,null
14:33:22:889,null
14:33:23:239,null
14:33:23:589,null
14:33:23:939,null
14:33:24:290,null
14:33:24:640,null
14:33:24:990,null
14:33:25:340,null
14:33:25:690,null
14:33:26:041,null
14:33:26:391,null
14:33:26:741,null
14:33:27:091,null
14:33:27:441,null
14:33:27:792,null
14:33:28:142,null
14:33:28:492,null
14:33:28:842,null
14:33:29:192,null
14:33:29:543,null
14:33:29:893,null
14:33:30:243,null
14:33:30:593,null
14:33:30:943,null
14:33:31:294,null
14:33:31:644,null
14:33:31:994,null
14:33:32:344,null
14:33:32:694,null
14:33:33:045,null
14:33:33:395,null
14:33:33:745,null
14:33:34:095,null
14:33:34:445,null
14:33:34:796,null
14:33:35:146,null
14:33:35:496,null
14:33:35:846,null
14:33:36:196,null
14:33:36:547,null
14:33:36:897,null
14:33:37:247,null
14:33:37:597,null
14:33:37:947,null
14:33:38:298,null
14:33:38:648,null
14:33:38:998,null
14:33:39:348,null
14:33:39:698,null
14:33:40:049,null
14:33:40:399,null
14:33:40:749,null
14:33:41:099,null
14:33:41:449,null
14:33:41:798,-99,-16
14:33:42:150,null
14:33:42:500,null
14:33:42:838,-99,-17
14:33:43:200,null
14:33:43:538,-100,-15
14:33:43:889,null
14:33:44:239,-98,-14
14:33:44:601,null
14:33:44:951,null
14:33:45:290,-99,-15
14:33:45:652,null
14:33:45:990,-99,-15
14:33:46:339,-100,-12
14:33:46:690,-99,-11
14:33:47:041,-99,-13
14:33:47:403,null
14:33:47:741,-99,-13
14:33:48:103,null
14:33:48:454,null
14:33:48:804,null
14:33:49:142,-100,-15
14:33:49:503,null
14:33:49:842,-99,-17
14:33:50:191,-99,-15
14:33:50:555,null
14:33:50:905,null
14:33:51:255,null
14:33:51:593,-99,-14
14:33:51:955,null
14:33:52:306,null
14:33:52:656,null
14:33:53:006,null
14:33:53:356,null
14:33:53:706,null
14:33:54:045,-99,-15
14:33:54:407,null
14:33:54:756,null
14:33:55:106,null
14:33:55:458,null
14:33:55:808,null
14:33:56:146,-100,-8
14:33:56:496,-100,-10
14:33:56:857,null
14:33:57:196,-100,-9
14:33:57:546,-100,-6
14:33:57:896,-101,-15
14:33:58:259,null
14:33:58:609,null
14:33:58:960,null
14:33:59:310,null
14:33:59:659,null
14:34:00:009,null
14:34:00:359,null
14:34:00:711,null
14:34:01:061,null
14:34:01:410,null
14:34:01:761,null
14:34:02:111,null
14:34:02:461,null
14:34:02:811,null
14:34:03:161,null
14:34:03:499,-101,-7
14:34:03:850,-100,-12
14:34:04:201,-100,-14
14:34:04:551,-101,-9
14:34:04:900,-100,-3
14:34:05:251,-98,-2
14:34:05:600,-98,-2
14:34:05:964,null
14:34:06:301,-98,-3
14:34:06:652,-98,-1
14:34:07:001,-98,-2
14:34:07:352,-99,-2
14:34:07:703,-100,-3
14:34:08:052,-100,-4
14:34:08:403,-99,-3
14:34:08:765,null
14:34:09:102,-99,-4
14:34:09:453,-99,-4
14:34:09:803,-100,-2
14:34:10:166,null
14:34:10:503,-99,-9
14:34:10:854,-101,-5
14:34:11:216,null
14:34:11:555,-100,-5
14:34:11:917,null
14:34:12:266,null
14:34:12:616,null
14:34:12:967,null
14:34:13:305,-101,-7
14:34:13:655,-99,-6
14:34:14:005,-100,-5
14:34:14:356,-99,-8
14:34:14:706,-99,-8
14:34:15:056,-101,-9
14:34:15:407,-101,-6
14:34:15:756,-100,-4
14:34:16:118,null
14:34:16:469,null
14:34:16:807,-101,-6
14:34:17:157,-101,-10
14:34:17:507,-101,-12
14:34:17:857,-100,-15
14:34:18:220,null
14:34:18:571,null
14:34:18:920,null
14:34:19:270,null
14:34:19:620,null
14:34:19:971,null
14:34:20:321,null
14:34:20:671,null
14:34:21:021,null
14:34:21:359,-101,-15
14:34:21:710,-99,-9
14:34:22:060,-99,-9
14:34:22:410,-101,-9
14:34:22:760,-101,-9
14:34:23:110,-99,-11
14:34:23:473,null
14:34:23:811,-101,-11
14:34:24:161,-100,-11
14:34:24:511,-100,-10
14:34:24:874,null
14:34:25:212,-100,-10
14:34:25:562,-100,-10
14:34:25:912,-101,-7
14:34:26:262,-101,-7
14:34:26:612,-100,-7
14:34:26:963,-99,-7
14:34:27:313,-101,-6
14:34:27:663,-101,-8
14:34:28:013,-101,-8
14:34:28:363,-100,-10
14:34:28:714,-100,-8
14:34:29:064,-101,-8
14:34:29:414,-101,-8
14:34:29:764,-99,-7
14:34:30:114,-100,-9
14:34:30:465,-101,-11
14:34:30:815,-101,-7
14:34:31:177,null
14:34:31:515,-100,-4
14:34:31:878,null
14:34:32:228,null
14:34:32:566,-99,-8
14:34:32:916,-100,-8
14:34:33:266,-101,-9
14:34:33:629,null
14:34:33:967,-100,-9
14:34:34:317,-101,-6
14:34:34:667,-101,-10
14:34:35:017,-100,-13
14:34:35:368,-100,-14
14:34:35:730,null
14:34:36:080,null
14:34:36:430,null
14:34:36:780,null
14:34:37:131,null
14:34:37:481,null
14:34:37:819,-100,-16
14:34:38:181,null
14:34:38:531,null
14:34:38:882,null
14:34:39:232,null
14:34:39:582,null
14:34:39:932,null
14:34:40:282,null
14:34:40:633,null
14:34:40:971,-101,-12
14:34:41:321,-99,-6
14:34:41:671,-99,-6
14:34:42:033,null
14:34:42:384,null
14:34:42:722,-99,-7
