time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2019-06-14T11:30:13.642Z,52.0845109,5.1722882,51.19999694824219,22.218,,,0,network,,,,,,,,86,
2019-06-14T11:30:24.999Z,52.08461665245372,5.1718882767333545,66.19179194192547,6.0,316.9311,0.6395042,14,gps,1.2,1.8,2.2,46.8,,,,86,
2019-06-14T11:30:35.999Z,52.08466875429918,5.1716902418149315,64.78005327262998,8.0,281.02222,0.0,14,gps,1.6,2.3,2.8,46.8,,,,85,
2019-06-14T11:30:45.999Z,52.08467649122947,5.17149833362751,68.31670872800561,8.0,276.07697,0.9401304,16,gps,1.6,2.3,2.8,46.8,,,,85,
2019-06-14T11:30:56.999Z,52.08467394524453,5.171334007983793,67.65559069504386,4.0,253.19514,0.7765565,19,gps,0.4,,,46.8,,,,85,
2019-06-14T11:31:06.999Z,52.084672170632786,5.171122374287651,67.68812129858912,4.0,287.3847,1.0177454,21,gps,1.5,2.0,2.5,46.8,,,,85,
2019-06-14T11:31:17.999Z,52.08462652518513,5.170907125789739,67.25432630007485,4.0,266.5742,1.140457,21,gps,1.1,1.7,2.0,46.8,,,,85,
2019-06-14T11:31:28.999Z,52.084600798065814,5.170730660946169,66.49454700766653,3.0,261.24005,1.169173,18,gps,0.9,1.5,1.8,46.8,,,,85,
2019-06-14T11:31:39.999Z,52.084620560288805,5.17058915345655,65.19600982075744,3.0,269.98795,1.2149545,18,gps,1.2,1.8,2.1,46.8,,,,85,
2019-06-14T11:31:50.999Z,52.08460751328032,5.170340275272846,63.407844916926045,3.0,247.03156,1.3193625,18,gps,0.9,1.5,1.7,46.8,,,,85,
2019-06-14T11:32:00.999Z,52.08458343318707,5.170128488551015,61.94755109570182,4.0,274.2535,1.2743129,19,gps,2.4,2.3,3.4,46.8,,,,85,
2019-06-14T11:32:11.999Z,52.08457319328198,5.16994613326651,60.5030722099934,4.0,267.39938,1.1159973,20,gps,,,,46.8,,,,85,
2019-06-14T11:32:22.999Z,52.08456757632608,5.16977263400795,59.18299614857926,4.0,255.44153,1.1212896,20,gps,2.3,2.1,3.1,46.8,,,,85,
2019-06-14T11:32:33.999Z,52.08455199767295,5.169580050044011,57.89927442592154,4.0,265.08316,1.0635939,19,gps,2.5,2.9,3.8,46.8,,,,85,
2019-06-14T11:32:44.999Z,52.08453215900706,5.169332251335465,56.6916153735524,4.0,248.82513,1.1081713,19,gps,2.9,2.2,3.6,46.8,,,,84,
2019-06-14T11:32:55.999Z,52.084512630884426,5.169150443464293,55.49948560946379,3.0,267.9678,1.1047409,20,gps,2.4,2.3,3.3,46.8,,,,84,
2019-06-14T11:33:05.999Z,52.08450737111856,5.168961382223625,54.32085065930214,3.0,244.37912,1.0405978,20,gps,1.3,1.8,2.2,46.8,,,,84,
2019-06-14T11:33:16.999Z,52.08451490092937,5.168737647719442,53.1390029302513,3.0,238.11624,1.0651352,21,gps,2.4,2.6,3.5,46.8,,,,84,
2019-06-14T11:33:27.999Z,52.084502351270764,5.16859915468351,52.148358821501,3.0,237.6678,0.98489535,21,gps,2.2,1.9,2.9,46.8,,,,84,
