time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2019-06-14T11:39:13.333Z,52.0845012,5.1722681,,27.187,,,0,network,,,,,,,,83,
2019-06-14T11:39:23.999Z,52.08434196202785,5.172137155619944,70.03478993632545,6.0,,0.0,11,gps,1.2,2.2,2.6,46.8,,,,83,
2019-06-14T11:39:34.999Z,52.08429396040948,5.1722506655905285,66.80726186028565,12.0,90.25545,0.0,11,gps,,,,46.8,,,,83,
2019-06-14T11:39:45.999Z,52.08423551739806,5.172345674724538,56.121749812176084,12.0,138.01616,0.0,11,gps,2.3,2.9,3.7,46.8,,,,83,
2019-06-14T11:39:55.999Z,52.08412457017366,5.172461546832798,55.068154039592756,4.0,101.79367,0.607982,17,gps,1.1,1.3,1.8,46.8,,,,83,
2019-06-14T11:40:05.999Z,52.084007757604375,5.172561268014209,55.11090226991711,4.0,145.09605,0.80784565,18,gps,1.2,2.3,2.6,46.8,,,,83,
2019-06-14T11:40:16.999Z,52.08386269180935,5.172527964235317,55.320524787449465,6.0,176.93764,0.5446438,19,gps,1.0,2.1,2.3,46.8,,,,83,
2019-06-14T11:40:27.999Z,52.083710211962256,5.1724470422760636,55.49205297101701,6.0,170.71956,0.9791621,20,gps,1.6,2.1,2.6,46.8,,,,83,
2019-06-14T11:40:38.999Z,52.08354485499229,5.1723491107185575,55.58322189876391,4.0,187.28528,1.0286314,21,gps,1.1,2.4,2.6,46.8,,,,82,
2019-06-14T11:40:49.999Z,52.083411270482365,5.172329012557975,55.574815884941785,4.0,182.4828,1.1458588,23,gps,1.0,1.9,2.2,46.8,,,,82,
2019-06-14T11:41:00.999Z,52.08327384415246,5.172311010592362,55.091572788929746,3.0,176.40678,1.2229728,24,gps,1.0,1.7,2.0,46.8,,,,82,
2019-06-14T11:41:11.999Z,52.08313325288747,5.172293665535474,54.41605118510372,4.0,160.57764,1.1597058,21,gps,1.1,1.8,2.1,46.8,,,,82,
2019-06-14T11:41:22.999Z,52.082988609390334,5.172263770857302,53.64933559344495,4.0,180.35587,1.2723039,22,gps,1.0,2.2,2.5,46.8,,,,82,
2019-06-14T11:41:32.999Z,52.08287717663086,5.172268293499627,53.11353876480472,4.0,170.4807,1.18694,21,gps,1.0,1.7,2.0,46.8,,,,82,
2019-06-14T11:41:43.999Z,52.08276118713167,5.172318622296294,52.73712351187845,6.0,158.18283,1.1387281,23,gps,1.1,1.3,1.7,46.8,,,,82,
2019-06-14T11:41:54.999Z,52.08267819532278,5.17232691052556,52.275421399919814,6.0,162.90237,0.9805896,24,gps,1.5,1.9,2.4,46.8,,,,82,
2019-06-14T11:42:04.999Z,52.08252056605528,5.172317877595784,51.59183311423373,6.0,184.74013,0.9996775,19,gps,1.2,2.4,2.7,46.8,,,,82,
2019-06-14T11:42:15.999Z,52.08239471918271,5.17223284391855,50.88047987796298,4.0,162.04538,0.89455354,18,gps,0.9,2.1,2.3,46.8,,,,82,
2019-06-14T11:42:26.999Z,52.082264172837526,5.172192466847472,50.264973397040045,4.0,176.42555,0.9850227,16,gps,,,,46.8,,,,82,
2019-06-14T11:42:37.999Z,52.08216882436529,5.172184992426877,49.75563426400101,4.0,188.8494,0.9687974,17,gps,1.0,1.8,2.1,46.8,,,,82,
2019-06-14T11:42:48.999Z,52.08202882204748,5.172166354568422,49.336764946217826,4.0,169.95753,0.9544049,19,gps,0.9,1.8,2.0,46.8,,,,81,
2019-06-14T11:42:59.999Z,52.08188089205709,5.172153784378799,48.985762275109906,3.0,170.51366,1.0302012,20,gps,0.9,2.2,2.3,46.8,,,,81,
2019-06-14T11:43:10.999Z,52.0817793547576,5.172144614980753,48.69627101099923,3.0,188.4086,0.98190856,21,gps,1.0,1.7,2.0,46.8,,,,81,
2019-06-14T11:43:21.999Z,52.08164979034612,5.172121347259534,48.45885991445685,4.0,175.8044,1.0076114,22,gps,0.9,1.9,2.1,46.8,,,,81,
