time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2019-06-14T14:27:14.000Z,52.07443233,5.18108306,43.0,3.216,,0.0,20,gps,0.7,0.7,1.0,47.0,,,,57,
2019-06-14T14:27:25.000Z,52.07442522,5.18107619,43.0,10.72,,0.0,12,gps,1.0,0.8,1.3,47.0,,,,57,
2019-06-14T14:27:36.000Z,52.07449407,5.18129709,40.0,11.792,56.2,4.34,16,gps,0.7,0.7,1.0,47.0,,,,57,
2019-06-14T14:27:47.000Z,52.07526145,5.18168191,43.0,12.864,3.1,5.59,18,gps,0.7,0.7,1.0,47.0,,,,57,
2019-06-14T14:27:58.000Z,52.07585273,5.18135131,49.0,11.792,331.4,5.1,13,gps,0.8,0.8,1.1,47.0,,,,57,
2019-06-14T14:28:09.000Z,52.07617395,5.18149869,45.0,10.72,59.9,2.93,18,gps,0.8,0.8,1.1,47.0,,,,57,
2019-06-14T14:28:20.000Z,52.07639171,5.18209112,51.0,9.648001,60.9,3.94,19,gps,0.7,0.7,1.0,47.0,,,,57,
