16:22:47:000,0
16:22:57:000,1.56
16:23:07:000,15.25
16:23:18:000,51.45
16:23:29:000,148.36
16:23:40:000,196.87
16:23:51:000,226.02
16:24:02:000,253.09
16:24:13:000,280.77
